stat,mbti,enneagram,role,movie,img_url
8 / 6  ,ENTJ,8w9,Bobby Seale,   The Trial of the Chicago 7 (2020),https://www.personality-database.com/profile_images/205605.png?=undefined
8 / 5  ,ENTJ,8w7,Paul,   Funny Games (2007),https://www.personality-database.com/profile_images/55370.png?=undefined
8 / 1  ,ENTJ,8w7,Witch,   Into the Woods (2014),https://www.personality-database.com/profile_images/28519.png?=undefined
8 / 0  ,ENTJ,,Krall,   Star Trek (Kelvin Timeline),https://www.personality-database.com/profile_images/4688.png?=undefined
8 / 6  ,ENTJ,8w9,Samantha Borgens,   Stuck in Love,https://www.personality-database.com/profile_images/128878.png?=undefined
8 / 5  ,ENTJ,6w5,Antiope,   DC Extended Universe,https://www.personality-database.com/profile_images/143216.png?=undefined
8 / 5  ,ENTJ,3w4,Dick Laurent,   Lost Highway,https://www.personality-database.com/images/profile_transparent.png
8 / 3  ,ENTJ,8w7,Jack Woltz,   The Godfather,https://www.personality-database.com/images/profile_transparent.png
8 / 3  ,ENTJ,1w9,Monday,   What Happened to Monday (2017),https://www.personality-database.com/profile_images/17258.png?=undefined
8 / 1  ,ENTJ,3w2,Gerald Burlingame,   Gerald's Game (2017),https://www.personality-database.com/images/profile_transparent.png
8 / 5  ,ENTJ,6w5,Antiope,   DC Extended Universe,https://www.personality-database.com/profile_images/143216.png?=undefined
8 / 5  ,ENTJ,3w4,Dick Laurent,   Lost Highway,https://www.personality-database.com/images/profile_transparent.png
8 / 1  ,ENTJ,1w9,Colonel Hyrum Graff,   Ender's Game (2013),https://www.personality-database.com/profile_images/7095.png?=undefined
8 / 0  ,ENTJ,,Carl Grissom,   Batman (1989-1992),https://www.personality-database.com/profile_images/29554.png?=undefined
8 / 4  ,ENTJ,3w4,Gale Weathers,   Scream,https://www.personality-database.com/profile_images/80364.png?=undefined
8 / 4  ,ENTJ,3w2,Laverna,   Barbie: Fairytopia (2005),https://www.personality-database.com/profile_images/57411.png?=undefined
8 / 2  ,ENTJ,8w9,Thulsa Doom,   Conan the Barbarian (1982),https://www.personality-database.com/profile_images/28126.png?=undefined
8 / 3  ,ENTJ,1w9,Monday,   What Happened to Monday (2017),https://www.personality-database.com/profile_images/17258.png?=undefined
8 / 1  ,ENTJ,6w5,Mary,   Hancock (2008),https://www.personality-database.com/profile_images/39750.png?=undefined
8 / 4  ,ENTJ,3w2,Major Henry West,   28 Days Later (2002),https://www.personality-database.com/profile_images/10909.png?=undefined
8 / 5  ,ENTJ,3w4,Dick Laurent,   Lost Highway,https://www.personality-database.com/images/profile_transparent.png
7 / 1  ,ENTJ,8w7,Poppy Adams,   Kingsman,https://www.personality-database.com/images/profile_transparent.png
7 / 2  ,ENTJ,8w7,Lex Luthor,   Superman,https://www.personality-database.com/profile_images/29467.png?=undefined
7 / 2  ,ENTJ,5w6,Sammy,   Dora and the Lost City Of Gold (2019),https://www.personality-database.com/profile_images/56012.png?=undefined
7 / 3  ,ENTJ,7w8,One,   6 Underground (2019),https://www.personality-database.com/profile_images/74857.png?=undefined
7 / 3  ,ENTJ,8w7,Ruber,   The Quest For Camelot (1998),https://www.personality-database.com/images/profile_transparent.png
7 / 6  ,ENTJ,3w4,Vincenzo Coccotti,   True Romance (1993),https://www.personality-database.com/profile_images/77190.png?=undefined
7 / 2  ,ENTJ,,Grandma Lynn,   The Lovely Bones (2009),https://www.personality-database.com/profile_images/115488.png?=undefined
7 / 3  ,ENTJ,8w7,Claude Becker,   Ocean's 8 (2018),https://www.personality-database.com/profile_images/19635.png?=undefined
7 / 3  ,ENTJ,,Thrax,   Osmosis Jones (2001),https://www.personality-database.com/profile_images/41329.png?=undefined
7 / 3  ,ENTJ,8w7,Constance,   Monster House (2006),https://www.personality-database.com/images/profile_transparent.png
7 / 2  ,ENTJ,5w6,Sammy,   Dora and the Lost City Of Gold (2019),https://www.personality-database.com/profile_images/56012.png?=undefined
7 / 5  ,ENTJ,3w4,Miranda Frost,   James Bond,https://www.personality-database.com/profile_images/31520.png?=undefined
7 / 3  ,ENTJ,8w7,Claude Becker,   Ocean's 8 (2018),https://www.personality-database.com/profile_images/19635.png?=undefined
7 / 1  ,ENTJ,8w7,Poppy Adams,   Kingsman,https://www.personality-database.com/images/profile_transparent.png
7 / 6  ,ENTJ,3w4,Vincenzo Coccotti,   True Romance (1993),https://www.personality-database.com/profile_images/77190.png?=undefined
7 / 1  ,ENTJ,8w7,Komutan Logar,   G.O.R.A. (2004),https://www.personality-database.com/profile_images/59331.png?=undefined
7 / 3  ,ENTJ,,Thrax,   Osmosis Jones (2001),https://www.personality-database.com/profile_images/41329.png?=undefined
7 / 3  ,ENTJ,8w7,Jimmy Markum,   Mystic River (2003),https://www.personality-database.com/profile_images/49092.png?=undefined
7 / 3  ,ENTJ,8w9,Kron,   Dinosaur (2000),https://www.personality-database.com/profile_images/104560.png?=undefined
7 / 5  ,ENTJ,8w7,Zuul the Gatekeeper,   Ghostbusters (1984),https://www.personality-database.com/profile_images/29535.png?=undefined
7 / 1  ,ENTJ,8w7,Komutan Logar,   G.O.R.A. (2004),https://www.personality-database.com/profile_images/59331.png?=undefined
7 / 3  ,ENTJ,3w4,Safeena Firdausi,   Gully Boy (2019),https://www.personality-database.com/profile_images/44222.png?=undefined
7 / 4  ,ENTJ,3w4,Evan Baxter,   Bruce Almighty (2003),https://www.personality-database.com/profile_images/35442.png?=undefined
7 / 3  ,ENTJ,,Thrax,   Osmosis Jones (2001),https://www.personality-database.com/profile_images/41329.png?=undefined
7 / 3  ,ENTJ,8w7,Ruber,   The Quest For Camelot (1998),https://www.personality-database.com/images/profile_transparent.png
7 / 3  ,ENTJ,8w7,Jimmy Markum,   Mystic River (2003),https://www.personality-database.com/profile_images/49092.png?=undefined
6 / 2  ,ENTJ,,Ellen Grape,   What's Eating Gilbert Grape (1993),https://www.personality-database.com/profile_images/84026.png?=undefined
6 / 2  ,ENTJ,6w7,André Baptiste Sr.,   Lord of War (2005),https://www.personality-database.com/profile_images/47599.png?=undefined
6 / 1  ,ENTJ,3w4,Martin Hansen,   A Beautiful Mind (2001),https://www.personality-database.com/profile_images/28407.png?=undefined
6 / 2  ,ENTJ,,Ellen Grape,   What's Eating Gilbert Grape (1993),https://www.personality-database.com/profile_images/84026.png?=undefined
6 / 1  ,ENTJ,8w7,Vortigern,   King Arthur: Legend of the Sword (2017),https://www.personality-database.com/profile_images/27752.png?=undefined
6 / 3  ,ENTJ,3w4,Diana Christensen,   Network (1976),https://www.personality-database.com/profile_images/126441.png?=undefined
6 / 3  ,ENTJ,5w6,Emilio Barzini,   The Godfather,https://www.personality-database.com/profile_images/210531.png?=undefined
6 / 2  ,ENTJ,,Ian Howe,   National Treasure (2004),https://www.personality-database.com/images/profile_transparent.png
6 / 1  ,ENTJ,3w2,Stuart,   Taken,https://www.personality-database.com/images/profile_transparent.png
6 / 2  ,ENTJ,6w7,André Baptiste Sr.,   Lord of War (2005),https://www.personality-database.com/profile_images/47599.png?=undefined
6 / 2  ,ENTJ,3w2,Lucy Mirando,   Okja (2017),https://www.personality-database.com/profile_images/48027.png?=undefined
6 / 1  ,ENTJ,3w4,Martin Hansen,   A Beautiful Mind (2001),https://www.personality-database.com/profile_images/28407.png?=undefined
6 / 1  ,ENTJ,8w9,Al Harrison,   Hidden Figures (2016),https://www.personality-database.com/images/profile_transparent.png
6 / 3  ,ENTJ,8w7,Carl Henderson,   The Devil All the Time (2020),https://www.personality-database.com/profile_images/162623.png?=undefined
6 / 5  ,XXXX,8w9,General Ourumov,   James Bond,https://www.personality-database.com/profile_images/31516.png?=undefined
6 / 2  ,ENTJ,8w7,Butch,   The Good Dinosaur (2015),https://www.personality-database.com/profile_images/29072.png?=undefined
6 / 2  ,ENTJ,3w4,Deacon Frost,   Blade,https://www.personality-database.com/profile_images/24122.png?=undefined
6 / 1  ,ENTJ,3w4,"Linus ""Minus""",   The Adventures of Sharkboy and Lavagirl (2005),https://www.personality-database.com/profile_images/65706.png?=undefined
6 / 2  ,ENTJ,,Ellen Grape,   What's Eating Gilbert Grape (1993),https://www.personality-database.com/profile_images/84026.png?=undefined
6 / 1  ,ENTJ,8w9,Al Harrison,   Hidden Figures (2016),https://www.personality-database.com/images/profile_transparent.png
6 / 5  ,ENTJ,6w5,Major Jack Wheeler,   Hot Wheels World Race / AcceleRacers,https://www.personality-database.com/profile_images/131063.png?=undefined
6 / 2  ,ENTJ,,Ian Howe,   National Treasure (2004),https://www.personality-database.com/images/profile_transparent.png
6 / 1  ,ENTJ,3w2,Stuart,   Taken,https://www.personality-database.com/images/profile_transparent.png
6 / 2  ,ENTJ,6w7,André Baptiste Sr.,   Lord of War (2005),https://www.personality-database.com/profile_images/47599.png?=undefined
6 / 2  ,ENTJ,3w2,Lucy Mirando,   Okja (2017),https://www.personality-database.com/profile_images/48027.png?=undefined
6 / 3  ,ENTJ,5w6,Marquise Isabelle de Merteuil,   Dangerous Liaisons (1988),https://www.personality-database.com/images/profile_transparent.png
6 / 2  ,ENTJ,,Rothbart,   Barbie of Swan Lake (2003),https://www.personality-database.com/profile_images/57932.png?=undefined
6 / 0  ,ENTJ,,Carlos Alberto,   Minha Mãe é Uma Peça (My Mom Is a Character),https://www.personality-database.com/profile_images/65041.png?=undefined
6 / 3  ,ENTJ,5w6,Emilio Barzini,   The Godfather,https://www.personality-database.com/profile_images/210531.png?=undefined
6 / 4  ,ENTJ,6w7,Gustafson,   Jingle Jangle: A Christmas Journey (2020),https://www.personality-database.com/profile_images/217579.png?=undefined
6 / 4  ,ENTJ,6w7,Buck Rockgut,   Madagascar (Franchise),https://www.personality-database.com/profile_images/229182.png?=undefined
5 / 0  ,ENTJ,,Lex Luthor,   DC Animated Movie Universe,https://www.personality-database.com/profile_images/137637.png?=undefined
5 / 1  ,ENTJ,3w4,George Jung,   Blow (2001),https://www.personality-database.com/profile_images/48285.png?=undefined
5 / 1  ,ENTJ,3w4,Boingo,   Hoodwinked! (2005),https://www.personality-database.com/images/profile_transparent.png
5 / 3  ,ENTJ,1w2,Mary Poppins,   Mary Poppins Returns (2018),https://www.personality-database.com/profile_images/187143.png?=undefined
5 / 1  ,ENTJ,8w9,Jackson Lamb,   Super 8 (2011),https://www.personality-database.com/profile_images/36161.png?=undefined
5 / 0  ,ENTJ,,The Bulgarian,   Game Night (2018),https://www.personality-database.com/images/profile_transparent.png
5 / 3  ,ENTJ,3w2,Tan-Sun Moon / Gustav Graves,   James Bond,https://www.personality-database.com/images/profile_transparent.png
5 / 2  ,ENTJ,8w7,August Rosenbluth,   Water for Elephants (2011),https://www.personality-database.com/profile_images/38319.png?=undefined
5 / 0  ,ENTJ,,Queen Regina,   Red Shoes & The Seven Dwarfs (2019),https://www.personality-database.com/images/profile_transparent.png
5 / 1  ,ENTJ,9w8,GA George C. Marshall,   Saving Private Ryan (1998),https://www.personality-database.com/profile_images/36852.png?=undefined
5 / 3  ,ENTJ,3w4,Stacy DeBane,   Radio Rebel (2012),https://www.personality-database.com/images/profile_transparent.png
5 / 2  ,ENTJ,8w7,Crassus,   Spartacus (1960),https://www.personality-database.com/profile_images/91510.png?=undefined
5 / 0  ,ENTJ,,Stu,   Mrs. Doubtfire (1993),https://www.personality-database.com/images/profile_transparent.png
5 / 3  ,ENTJ,8w7,Julianne Potter,   My Best Friend's Wedding (1997),https://www.personality-database.com/images/profile_transparent.png
5 / 4  ,ENTJ,5w6,Arthur Jensen,   Network (1976),https://www.personality-database.com/profile_images/126448.png?=undefined
5 / 2  ,ENTJ,9w8,Zeus,   Clash of the Teetans,https://www.personality-database.com/profile_images/34593.png?=undefined
5 / 1  ,ENTJ,8w7,Jacobim Mugatu,   Zoolander (2001),https://www.personality-database.com/images/profile_transparent.png
5 / 0  ,ENTJ,,General Francis X. Hummel,   The Rock (1996),https://www.personality-database.com/profile_images/116620.png?=undefined
5 / 4  ,ENTJ,,Captain Potzdorf,   Barry Lyndon (1975),https://www.personality-database.com/profile_images/88385.png?=undefined
5 / 3  ,ENTJ,8w7,Sean Ambrose,   Mission: Impossible,https://www.personality-database.com/profile_images/101627.png?=undefined
5 / 4  ,ENTJ,3w4,San Hill,   Star Wars,https://www.personality-database.com/profile_images/82003.png?=undefined
5 / 2  ,ENTJ,3w2,Kitsey Barbour,   The Goldfinch (2019),https://www.personality-database.com/profile_images/65128.png?=undefined
5 / 1  ,ENTJ,8w7,Don Lope de Aguirre,"   Aguirre, the Wrath of God",https://www.personality-database.com/profile_images/183494.png?=undefined
5 / 2  ,ENTJ,8w7,Dorian Tyrell,   The Mask (1994),https://www.personality-database.com/profile_images/86652.png?=undefined
5 / 2  ,ENTJ,8w9,Mr. Swackhammer,   Space Jam (1996),https://www.personality-database.com/profile_images/65605.png?=undefined
5 / 3  ,ENTJ,3w4,Victor Ziegler,   Eyes Wide Shut (1999),https://www.personality-database.com/images/profile_transparent.png
5 / 4  ,ENTJ,3w2,Carlito,   Carlito's Way,https://www.personality-database.com/profile_images/113387.png?=undefined
5 / 0  ,ENTJ,,Abduwali Muse,   Captain Phillips (2013),https://www.personality-database.com/profile_images/103149.png?=undefined
5 / 2  ,ENTJ,3w4,Arjun Saluja,   Zindagi Na Milegi Dobara,https://www.personality-database.com/profile_images/140643.png?=undefined
5 / 0  ,ENTJ,,Mewtwo,   Mewtwo Strikes Back: Evolution (2019),https://www.personality-database.com/profile_images/95162.png?=undefined
5 / 2  ,ENTJ,8w9,Joseph Stalin,   The Death Of Stalin (2017),https://www.personality-database.com/profile_images/83098.png?=undefined
5 / 1  ,ENTJ,3w4,Evanora,   Oz the Great and Powerful (2013),https://www.personality-database.com/profile_images/32265.png?=undefined
5 / 1  ,ENTJ,8w7,Vinny,   Snatch. (2000),https://www.personality-database.com/profile_images/40554.png?=undefined
5 / 1  ,ENTJ,8w7,Leonard Dillon,   Alien,https://www.personality-database.com/profile_images/27104.png?=undefined
5 / 3  ,ENTJ,7w8,Scarlet Overkill,   Despicable Me,https://www.personality-database.com/profile_images/202400.png?=undefined
5 / 4  ,ENTJ,4w3,Fred Blake,   Malavita: The Family,https://www.personality-database.com/profile_images/180233.png?=undefined
5 / 2  ,XXXX,8w7,Ross Humboldt,   In the Tall Grass (2019),https://www.personality-database.com/images/profile_transparent.png
5 / 0  ,ENTJ,,Linus Larrabee,   Sabrina (1995),https://www.personality-database.com/images/profile_transparent.png
5 / 2  ,ENTJ,3w2,Balthazar,   Constantine (2005),https://www.personality-database.com/profile_images/29291.png?=undefined
5 / 3  ,ENTJ,1w2,Meena’s Grandfather,   Sing (2016),https://www.personality-database.com/profile_images/31350.png?=undefined
5 / 2  ,ENTJ,8w7,Eleanor of Aquitaine,   The Lion in Winter (1968),https://www.personality-database.com/images/profile_transparent.png
5 / 2  ,ENTJ,,Brain Gremlin,   Gremlins 2: The New Batch,https://www.personality-database.com/profile_images/196038.png?=undefined
5 / 0  ,ENTJ,,Dr. Rutledge,   Source Code (2011),https://www.personality-database.com/images/profile_transparent.png
5 / 4  ,ENTJ,8w7,Dwight Hansen,   This Boy's Life (1993),https://www.personality-database.com/profile_images/44765.png?=undefined
5 / 1  ,ENTJ,8w7,Warden Hobbes,   Escape Plan (2013),https://www.personality-database.com/images/profile_transparent.png
5 / 3  ,ENTJ,8w7,Amir Asif,   Extraction (2020),https://www.personality-database.com/profile_images/125333.png?=undefined
5 / 2  ,ENTJ,8w9,Harry S. Stamper,   Armageddon (1998),https://www.personality-database.com/profile_images/92159.png?=undefined
5 / 2  ,ENTJ,3w4,Kamal Khan,   James Bond,https://www.personality-database.com/profile_images/31509.png?=undefined
5 / 0  ,ENTJ,,Robin Shelby,   The Poseidon Adventure (1972),https://www.personality-database.com/images/profile_transparent.png
5 / 3  ,ENTJ,8w7,German Eagle,   Pink Floyd: The Wall,https://www.personality-database.com/profile_images/108033.png?=undefined
5 / 2  ,ENTJ,3w4,Benjamin Oliver,   Wayne's World (1992),https://www.personality-database.com/images/profile_transparent.png
5 / 2  ,ENTJ,8w7,Sarris,   Galaxy Quest (1999),https://www.personality-database.com/images/profile_transparent.png
5 / 3  ,ENTJ,8w7,Jimmy,   In Bruges (2008),https://www.personality-database.com/images/profile_transparent.png
5 / 1  ,ENTJ,8w9,Veronica Rawlings,   Widows (2018),https://www.personality-database.com/images/profile_transparent.png
5 / 3  ,XXXX,7w6,Rachel Jansen,   Forgetting Sarah Marshall,https://www.personality-database.com/profile_images/212846.png?=undefined
4 / 1  ,ENTJ,3w4,"Barbara Gordon ""Batgirl""",   DC Animated Movie Universe,https://www.personality-database.com/profile_images/137647.png?=undefined
